"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"IDA blend","IDB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1059847869263.46","1083364366255.5","1117863097945.15","1115724098201.65","1129194674638.8","1157142531219.97","1210124742729.12","1233613571179.07","1267757188724.62","1296555143854.53","1346184481194.51","1403772775459.83","1490466598075.01","1564565924122.6","1682473473615.07","1788107997481.03","1893292441861.28","1995884133865.29","2073059354389.08","2189668720186.2","2309005060026.14","2411026645080.22","2514706785235.68","2648467229249.67","2791177920971.67","2897220390099.06","2972048002148.33","3054520290528.38","3180873694872.47","3272818517676.36","3226823681333.76","3401061178048.67","3547424734993.53","3630268772059.78","",
"Indonesia","IDN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894210723157.611","956018414859.16","1018135773666.7","1084278028744.42","1166032278706.76","1261880218291.6","1360536374441.61","1424479935803.67","1237492364936.66","1247282489798.42","1308649633293.18","1356329843593.82","1417357571125.18","1485112494798.99","1559826632354.02","1648620875616.96","1739310715105.45","1849670366569.78","1960904059994.01","2051671782944.75","2179364842980.24","2313826950890.82","2453351888053.6","2589691121689.59","2719348369403.8","2851952560361.74","2995493305785.44","3147358403078.01","3310211902647.8","3476360960874.61","3404556313997.13","3530623140454.75","3718008116107.65","3905697098370.97","",
"IDA only","IDX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1262419887945.19","1285473602878.76","1304177376308.65","1335761636755.99","1349318705269.88","1418537070102.68","1493699866070.22","1575593610067.8","1642282173247.71","1701388086764.41","1771541924741.49","1838162339283.8","1917121263271.94","2018259247781.66","2141123886719.95","2279057449041.53","2429993375538.87","2591744886414.04","2750525186532.66","2879171847521.49","3063597684733.19","3224633123147.17","3318203050588.17","3462802878763.56","3654933202981.11","3836918710010.78","4035046097418.42","4269447937984.11","4490127067430.11","4728207806070.6","4721623464295.32","4890200987658.28","5105996715331.91","5302891971230.88","",
"Isle of Man","IMN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1905660987236.34","1925800611593.23","2031380627684.13","2127886975436.52","2269581353432.3","2441490607802.2","2625811484450.37","2732152145428.85","2901119794984.25","3157745760533.79","3279034495943.53","3437214013863.84","3567964786685.36","3848420429844.88","4153328341064.72","4482414430651.38","4843729870659.97","5214799058396.79","5375764159724.54","5798400761878.85","6291124777993.23","6620862520105.21","6982122438465.14","7428008206430.01","7978440521051.13","8616416873256.67","9327814573620.6","9961675338509.53","10604587056326.2","11015136957033.9","10378712667572","11384367630967.9","12179797874332.3","13172809037823.4","",
"Not classified","INX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103992274995.92","105998950386.917","109542786430.434","112492345121.046","118967210463.278","130429014617.875","140054182818.803","155490621939.725","169121125642.717","186929385656.65","204507336418.138","215358130693.723","228062896133.253","234936344062.928","250884148814.341","265284352913.241","278516350937.443","293305894602.095","280153853609.714","265877824822.805","270352475100.85","274809976147.726","273713594364.429","279713877387.154","305828059323.835","381109379274.849","385768969692.059","424537318166.618","456565864974.465","479579296996.427","513907097887.8","597445848156.99","648942714259.65","613056134392.708","",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","528140455519.892","595299579831.709","614932452338.805","605886725354.411","595597035200.603","609897585367.645","648629290219.287","657388375443.515","671062131095.082","684501467116.154","724514188449.189","741845819158.412","801778276403.382","871046294173.392","908820662510.944","937810261095.509","984698854165.332","1065008662549.68","1067680306564.49","1078435962762.6","1140963014444.4","1171149677379.15","1127264691633.12","1110107957441.81","1165444342122.21","1148838101214.51","1250109175218.83","1284593502395.33","1260982576565.63","1222262997077.03","1262967880610.57","1322577157396.53","1372526021632.22","1441768456653.3","",
"Iraq","IRQ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188735900982.395","67856016582.8241","89971792816.9657","117224095451.489","121742536248.658","124323504188.894","138024931090.925","167338577797.824","225908699227.221","265623833441.93","310238369622.053","315719067854.304","289818407492.744","183580310188.303","281585663496.714","286302867166.11","302445479298.28","308157281224.747","333512792372.178","344783187144.612","366858154275.21","394542999234.003","449528208827.683","483819505901.543","494771670848.058","507669212665.884","577663460717.272","567151427862.213","582089351365.752","614184539161.794","540256416973.078","548372044650.918","590266634644.546","572939016766.299","",
"Iceland","ISL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10223155319.4691","10200303955.4791","9856156505.52125","9985612139.81996","10345978689.6967","10358040415.4992","10831104922.4447","11456234319.9057","12299734049.6339","12796018912.5307","13433905928.2037","13973075414.1376","14051257437.423","14352332097.5916","15472158386.4939","16419741283.4949","17456975205.1732","18932938035.7866","19351260623.6649","17868216861.9578","17362050496.8614","17682515606.0287","17870593315.1303","18684144984.7772","18999386684.853","19842325580.803","21093123700.0702","21977969445.7435","23052510392.7046","23481558631.4273","21851832068.6639","22999973160.4638","25068247497.8355","26330980106.6666","",
"Israel","ISR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117259784140.867","126319410274.59","136120869582.785","141724634020.265","152251720444.709","162304787103.236","171829370919.185","178280362326.957","185526190365.4","191691666762.536","208226982989.939","208580189154.53","208326826324.698","211378934512.626","221270024690.788","230597733136.054","243467464517.754","258131170226.049","266613301680.788","269567984303.194","284753071166.139","300593379877.167","308230870280.138","321270884473.043","333753300018.827","341474718444.472","356387887963.309","371617845616.691","386759325569.289","401398713121.841","395519804920.383","432476810609.178","460459666916.998","471616636466.417","",
"Italy","ITA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2419458130923.76","2456680225463.44","2477175706132.13","2456050208439.85","2508880429632.97","2581307711734.99","2616041395192.14","2666419059721.16","2714531212589.94","2760080817896.41","2867229883379.59","2924758938495.5","2932653729194.01","2934605523259.13","2977862244674.7","3000565785643.38","3054560363998.57","3099226956597.29","3067517573118.52","2904781040890.24","2949198215023.14","2969708801215.88","2876898309648.74","2824595577398.61","2824556382187.18","2849572563982.6","2884799581485.67","2931063110830.12","2955292647233.44","2967975656056.41","2704769009404.61","2946333608376.68","3083684688109.88","3105197489931.13","",
"Jamaica","JAM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20805277768.2516","21811886779.9552","22238427496.5236","24332643023.1786","24669258325.4975","25248975298.598","25220259334.4591","24932632397.0459","24350566743.9632","24605681269.1163","24821892263.4283","25155729230.8152","25658162332.6574","26598872052.2463","26950967997.8598","27191855193.5419","27980181160.4813","28380844494.0711","28150466762.6117","26927244007.3553","26534874422.7136","26994027592.327","26828382510.4083","26967269294.1258","27153295546.89","27403509669.4711","27780369054.9159","28057373521.5643","28587636468.0741","28842721562.3038","25981430580.2875","27176946493.566","28595996148.6377","29225125642.3087","",
"Jordan","JOR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27489630506.3507","27931809754.789","31939961904.0194","33373104730.3432","35032240855.9612","37204546126.2673","37981012735.6523","39237605192.2434","40419509620.2369","41789541345.6192","43563804884.1744","45859598919.6853","48512030037.1975","50530939451.7428","54860033293.2554","59329257918.7265","64130760094.7807","69374200031.6691","74383285316.9958","78120085913.8907","79928436395.8114","82116221480.2884","84111118476.9406","86306374406.1217","89227049520.7291","91454628503.294","93278399190.7063","95585731951.6258","97420089930.8849","99126150272.364","98033034783.6004","101616771489.093","104307010646.479","107100635624.287","",
"Japan","JPN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4356294230904.81","4509782038881.75","4550396507547.15","4529500189621.46","4578572032555.68","4699034245171.06","4846295916322.42","4893849164297.53","4831681106001.78","4815546675326.02","4948679568573.7","4967786589936.94","4969871197350.59","5046164957382.5","5156479961482.24","5249497748486.04","5321539237536.81","5400509252050.01","5334391411293.85","5030691899944.16","5236845524776.81","5238092392757.08","5310103120265.99","5416576007317.25","5432620204128.65","5517403125367.26","5558994785805.59","5652126390525.6","5688491664356.87","5665614302886.45","5430654541359.97","5569642382128.5","5622817815253.01","5717226024119.66","",
"Kazakhstan","KAZ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288834656343.715","257062844141.018","243438513404.283","221042170166.139","193190856728.926","177349206474.87","178235952510.922","181265963702.708","177821910393.399","182623101970.183","200520165967.172","227590388369.604","249894246428.934","273134411347.668","299355314840.782","328392780378.023","363530807878.472","395885049779.634","408949256423.197","413856647497.939","444068182778.938","476929228310.983","499821831247.413","529811141105.818","552063209062.287","558687967573.976","564833535212.271","587991710170.511","612099370246.921","639643841913.657","623652745889.61","650469813945.991","671284847990.359","705520375236.098","",
"Kenya","KEN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95633729813.2119","97009274497.7782","96233691208.8466","96573585965.7625","99116160385.3891","103483433023.06","107774724660.321","108286548898.402","111849407789.869","114427971280.882","115114190550.448","119465399319.131","120118707240.57","123641158956.222","129952174356.235","137628015358.898","146535980808.419","156574764869.405","156938461030.929","162128321485.866","175193389475.644","184165228865.401","192579148133.479","199893012215.302","209927863314.401","220356494132.985","229641252624.049","238454787849.2","251922586472.068","264806307742.621","264084005302.165","284129273925.386","297937902775.433","314490954311.823","",
